Timestamp,OUT01 [μm],Judge1,OUT02 [μm],Judge2,OUT03 [μm],Judge3,OUT04 [μm],Judge4,OUT05 [μm],Judge5,OUT06 [μm],Judge6
2025-07-29 16:04:11.821,-9999.98,STANDBY,-9999.98,STANDBY,-9999.98,STANDBY,-9999.98,STANDBY,-9999.98,STANDBY,-9999.98,STANDBY
2025-07-29 16:04:12.886,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:13.859,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:14.912,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:15.846,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:16.898,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:17.916,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:18.871,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:19.906,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:20.829,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:21.889,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:22.898,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:23.920,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:24.830,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:25.825,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
2025-07-29 16:04:26.893,-403.5,GO,17.0,GO,14.0,GO,-350.75,GO,-1.75,GO,-271.0,GO
