Timestamp,OUT01 [μm],Judge1,OUT02 [μm],Judge2,OUT03 [μm],Judge3,OUT04 [μm],Judge4,OUT05 [μm],Judge5,OUT06 [μm],Judge6
2025-07-31 10:47:37.331,9.0,GO,1.75,GO,-1.75,GO,-1.25,GO,0.0,GO,9.25,GO
2025-07-31 10:47:37.636,8.0,GO,2.0,GO,-1.75,GO,-1.25,GO,0.0,GO,8.25,GO
2025-07-31 10:47:37.868,7.5,GO,1.75,GO,-1.75,GO,-1.25,GO,0.0,GO,7.75,GO
2025-07-31 10:47:38.140,7.5,GO,1.5,GO,-1.5,GO,-1.25,GO,0.0,GO,7.75,GO
2025-07-31 10:47:38.437,8.25,GO,1.75,GO,-1.5,GO,-1.25,GO,0.0,GO,8.5,GO
2025-07-31 10:47:38.610,8.5,GO,2.0,GO,-1.5,GO,-1.25,GO,0.0,GO,8.75,GO
2025-07-31 10:47:38.884,8.25,GO,1.75,GO,-1.5,GO,-1.25,GO,0.0,GO,8.5,GO
2025-07-31 10:47:39.180,7.5,GO,1.75,GO,-1.5,GO,-1.25,GO,0.0,GO,7.75,GO
2025-07-31 10:47:39.437,8.25,GO,1.5,GO,-1.75,GO,-1.25,GO,0.0,GO,8.5,GO
2025-07-31 10:47:39.594,7.75,GO,1.25,GO,-1.75,GO,-1.0,GO,0.25,GO,8.25,GO
2025-07-31 10:47:39.867,7.5,GO,1.75,GO,-1.5,GO,-1.25,GO,0.0,GO,7.75,GO
2025-07-31 10:47:40.105,7.5,GO,1.5,GO,-1.5,GO,-1.25,GO,0.0,GO,7.75,GO
2025-07-31 10:47:40.379,7.75,GO,1.75,GO,-1.75,GO,-1.25,GO,0.0,GO,8.0,GO
