Timestamp,OUT01 [μm],Judge1,OUT02 [μm],Judge2,OUT03 [μm],Judge3,OUT04 [μm],Judge4,OUT05 [μm],Judge5,OUT06 [μm],Judge6
2025-07-30 13:41:08.488,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:09.503,0.75,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:10.533,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:11.566,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:12.531,0.75,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:13.503,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:14.512,0.75,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:15.538,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:16.573,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:17.501,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:18.507,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:19.499,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:20.521,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:21.509,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
2025-07-30 13:41:22.552,0.75,GO,1.0,GO,1.25,GO,2.75,GO,-2.5,GO,-1.75,GO
