Timestamp,OUT01 [μm],Judge1,OUT02 [μm],Judge2,OUT03 [μm],Judge3,OUT04 [μm],Judge4,OUT05 [μm],Judge5,OUT06 [μm],Judge6
2025-07-31 09:07:50.138,-1.75,GO,-1.0,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:07:51.143,-1.75,GO,-1.0,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:07:52.196,-1.75,GO,-1.0,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:07:53.220,-1.75,GO,-1.0,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:07:54.141,-1.75,GO,-1.0,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:07:55.217,-1.75,GO,-1.0,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:07:56.191,-1.75,GO,-1.0,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:07:57.182,-1.75,GO,-1.0,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:07:58.203,-1.75,GO,-1.25,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:07:59.213,-1.75,GO,-1.25,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:00.152,-1.75,GO,-1.25,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:01.159,-1.75,GO,-1.25,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:02.216,-1.75,GO,-1.25,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:03.187,-1.75,GO,-1.25,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:04.175,-1.75,GO,-1.25,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:05.139,-1.75,GO,-1.25,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:06.222,-1.75,GO,-1.25,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:07.224,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:08.221,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:09.211,-1.75,GO,-1.25,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:10.199,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:11.189,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:12.195,-1.75,GO,-1.25,GO,-3.0,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:13.156,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:14.147,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:15.246,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:16.205,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:17.144,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:18.184,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:19.220,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:20.164,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,9.75,GO
2025-07-31 09:08:21.235,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,10.0,GO
2025-07-31 09:08:22.195,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,10.0,GO
2025-07-31 09:08:23.236,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,10.0,GO
2025-07-31 09:08:24.213,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,10.0,GO
2025-07-31 09:08:25.249,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,10.0,GO
2025-07-31 09:08:26.194,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.25,GO,10.0,GO
2025-07-31 09:08:27.252,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,10.0,GO
2025-07-31 09:08:28.228,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,10.0,GO
2025-07-31 09:08:29.188,-1.75,GO,-1.25,GO,-3.25,GO,-1.0,GO,13.0,GO,10.0,GO
2025-07-31 09:08:30.244,-1.75,GO,-1.5,GO,-3.25,GO,-1.0,GO,13.25,GO,10.0,GO
2025-07-31 09:08:31.202,-1.5,GO,-1.5,GO,-3.25,GO,-1.0,GO,13.25,GO,10.0,GO
2025-07-31 09:08:32.164,-0.25,GO,-1.5,GO,-2.5,GO,-2.25,GO,15.25,GO,13.5,GO
2025-07-31 09:08:33.219,-8.0,GO,-13.5,GO,-20.75,GO,-24.5,GO,58.5,GO,48.75,GO
2025-07-31 09:08:34.163,5.5,GO,7.75,GO,8.5,GO,10.5,GO,-41.0,GO,-37.0,GO
2025-07-31 09:08:35.218,-10.5,GO,-16.25,GO,-25.25,GO,-30.75,GO,59.0,GO,46.75,GO
2025-07-31 09:08:36.180,9.25,GO,13.75,GO,16.75,GO,23.25,GO,-47.5,GO,-39.75,GO
2025-07-31 09:08:37.155,-10.25,GO,-17.25,GO,-25.75,GO,-31.25,GO,66.75,GO,55.0,GO
2025-07-31 09:08:38.213,9.0,GO,13.0,GO,15.75,GO,21.25,GO,-49.75,GO,-42.25,GO
2025-07-31 09:08:39.192,-7.25,GO,-12.0,GO,-18.25,GO,-22.0,GO,53.5,GO,44.75,GO
2025-07-31 09:08:40.181,-8.0,GO,-11.75,GO,-18.0,GO,-21.75,GO,26.25,GO,16.75,GO
2025-07-31 09:08:41.217,9.25,GO,13.75,GO,16.5,GO,23.25,GO,-47.5,GO,-40.0,GO
2025-07-31 09:08:42.165,0.75,GO,0.5,GO,-0.5,GO,0.75,GO,10.25,GO,9.5,GO
2025-07-31 09:08:43.232,-11.0,GO,-17.25,GO,-26.5,GO,-32.0,GO,63.75,GO,51.25,GO
2025-07-31 09:08:44.179,-9.0,GO,-13.5,GO,-21.5,GO,-26.0,GO,40.75,GO,30.0,GO
2025-07-31 09:08:45.204,-1.5,GO,-2.25,GO,-4.75,GO,-6.0,GO,-15.0,GO,-18.0,GO
2025-07-31 09:08:46.162,2.75,GO,3.5,GO,2.75,GO,2.75,GO,-31.0,GO,-29.75,GO
2025-07-31 09:08:47.235,9.0,GO,13.0,GO,15.25,GO,20.5,GO,-50.5,GO,-43.0,GO
2025-07-31 09:08:48.213,8.75,GO,12.5,GO,15.0,GO,20.25,GO,-50.25,GO,-43.0,GO
2025-07-31 09:08:49.249,9.0,GO,13.25,GO,15.75,GO,21.25,GO,-50.5,GO,-43.0,GO
2025-07-31 09:08:50.177,4.0,GO,5.5,GO,5.25,GO,6.25,GO,-36.0,GO,-33.5,GO
