Timestamp,OUT01 [μm],Judge1,OUT02 [μm],Judge2,OUT03 [μm],Judge3,OUT04 [μm],Judge4,OUT05 [μm],Judge5,OUT06 [μm],Judge6
2025-07-30 13:46:29.958,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:31.029,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:32.043,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:33.057,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:34.052,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:35.037,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:36.046,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:37.035,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:38.057,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:38.970,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:40.020,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:40.964,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:42.033,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:43.015,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:43.989,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:45.061,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:46.052,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:47.063,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:48.060,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
2025-07-30 13:46:48.976,1.0,GO,1.0,GO,1.0,GO,2.75,GO,-2.5,GO,-1.5,GO
