Timestamp,OUT01 [μm],Judge1,OUT02 [μm],Judge2,OUT03 [μm],Judge3,OUT04 [μm],Judge4,OUT05 [μm],Judge5,OUT06 [μm],Judge6
2025-07-29 15:37:03.178,-9999.98,STANDBY,-9999.98,STANDBY,-9999.98,STANDBY,-9999.98,STANDBY,-9999.98,STANDBY,-9999.98,STANDBY
2025-07-29 15:37:04.258,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:05.247,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:06.290,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:07.220,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:08.245,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:09.271,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:10.280,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:11.193,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:12.211,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:13.288,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:14.191,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:15.212,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:16.221,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:17.227,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:18.234,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:19.231,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:20.204,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:21.254,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:22.179,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:23.200,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:24.239,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:25.279,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:26.282,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:27.191,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
2025-07-29 15:37:28.240,-402.0,GO,17.5,GO,15.0,GO,-349.5,GO,-2.75,GO,-270.25,GO
