Timestamp,OUT01 [μm],Judge1,OUT02 [μm],Judge2,OUT03 [μm],Judge3,OUT04 [μm],Judge4,OUT05 [μm],Judge5,OUT06 [μm],Judge6
2025-07-31 10:21:25.435,703.75,GO,463.25,GO,251.75,GO,263.5,GO,-4.25,GO,699.75,GO
2025-07-31 10:21:26.438,800.25,GO,519.75,GO,236.25,GO,228.5,GO,-3.75,GO,796.75,GO
2025-07-31 10:21:27.508,685.75,GO,452.75,GO,243.5,GO,257.25,GO,-3.75,GO,682.5,GO
2025-07-31 10:21:28.527,698.5,GO,464.25,GO,245.0,GO,266.0,GO,-4.0,GO,695.0,GO
2025-07-31 10:21:29.533,700.25,GO,460.75,GO,266.25,GO,282.75,GO,-4.25,GO,696.5,GO
2025-07-31 10:21:30.456,707.25,GO,463.5,GO,253.75,GO,261.25,GO,-3.75,GO,703.75,GO
2025-07-31 10:21:31.462,704.5,GO,472.0,GO,272.0,GO,297.25,GO,-3.75,GO,701.0,GO
2025-07-31 10:21:32.543,665.75,GO,446.5,GO,245.0,GO,268.75,GO,-4.25,GO,661.75,GO
2025-07-31 10:21:33.484,712.25,GO,481.75,GO,273.0,GO,304.25,GO,-4.0,GO,708.5,GO
2025-07-31 10:21:34.474,794.25,GO,519.75,GO,244.25,GO,233.25,GO,-3.75,GO,790.75,GO
2025-07-31 10:21:35.480,738.75,GO,474.25,GO,248.5,GO,235.25,GO,-3.5,GO,735.75,GO
2025-07-31 10:21:36.480,729.5,GO,479.25,GO,266.75,GO,280.0,GO,-3.75,GO,726.0,GO
2025-07-31 10:21:37.470,716.25,GO,474.0,GO,264.75,GO,278.5,GO,-3.5,GO,713.0,GO
