Timestamp,OUT01 [μm],Judge1,OUT02 [μm],Judge2,OUT03 [μm],Judge3,OUT04 [μm],Judge4,OUT05 [μm],Judge5,OUT06 [μm],Judge6
2025-07-31 09:04:02.604,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:03.628,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:04.678,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:05.633,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:06.634,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:07.660,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:08.635,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:09.640,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:10.644,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:11.667,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:12.707,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:13.713,-0.25,GO,-0.75,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:14.606,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:15.642,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:16.680,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
2025-07-31 09:04:17.633,-0.25,GO,-0.5,GO,-2.25,GO,-1.25,GO,11.5,GO,9.75,GO
