Timestamp,OUT01 [μm],Judge1,OUT02 [μm],Judge2,OUT03 [μm],Judge3,OUT04 [μm],Judge4,OUT05 [μm],Judge5,OUT06 [μm],Judge6
2025-07-30 14:05:04.400,45.5,GO,68.5,GO,88.75,GO,110.75,GO,-461.5,GO,-416.0,GO
2025-07-30 14:05:05.484,52.0,GO,77.5,GO,102.75,GO,129.25,GO,-483.75,GO,-431.75,GO
2025-07-30 14:05:06.484,63.75,GO,95.75,GO,127.0,GO,159.5,GO,-570.0,GO,-506.25,GO
2025-07-30 14:05:07.484,45.5,GO,68.75,GO,89.25,GO,111.25,GO,-466.25,GO,-420.5,GO
2025-07-30 14:05:08.392,64.5,GO,97.25,GO,129.25,GO,163.5,GO,-558.0,GO,-493.5,GO
2025-07-30 14:05:09.397,47.75,GO,73.25,GO,96.25,GO,120.0,GO,-492.5,GO,-444.75,GO
2025-07-30 14:05:10.451,58.25,GO,87.5,GO,116.0,GO,145.75,GO,-515.25,GO,-457.25,GO
2025-07-30 14:05:11.414,48.75,GO,73.75,GO,98.0,GO,122.25,GO,-499.75,GO,-451.0,GO
2025-07-30 14:05:12.429,62.5,GO,93.75,GO,124.75,GO,157.25,GO,-541.25,GO,-478.5,GO
2025-07-30 14:05:13.460,46.25,GO,70.75,GO,92.0,GO,114.5,GO,-476.0,GO,-429.75,GO
2025-07-30 14:05:14.444,65.0,GO,97.5,GO,129.0,GO,161.75,GO,-572.5,GO,-507.5,GO
2025-07-30 14:05:15.443,48.0,GO,71.0,GO,93.25,GO,117.0,GO,-462.0,GO,-414.0,GO
2025-07-30 14:05:16.436,48.25,GO,73.5,GO,97.25,GO,122.0,GO,-499.5,GO,-451.0,GO
2025-07-30 14:05:17.473,64.0,GO,96.0,GO,127.25,GO,159.75,GO,-570.75,GO,-506.75,GO
2025-07-30 14:05:18.467,52.0,GO,78.0,GO,103.0,GO,129.5,GO,-484.0,GO,-432.0,GO
2025-07-30 14:05:19.477,45.25,GO,68.5,GO,88.25,GO,111.25,GO,-464.75,GO,-419.25,GO
2025-07-30 14:05:20.463,46.75,GO,71.75,GO,94.25,GO,117.75,GO,-491.75,GO,-445.0,GO
2025-07-30 14:05:21.469,46.5,GO,72.0,GO,94.25,GO,118.0,GO,-493.75,GO,-447.0,GO
2025-07-30 14:05:22.491,46.5,GO,70.0,GO,90.75,GO,113.75,GO,-479.0,GO,-432.5,GO
2025-07-30 14:05:23.421,44.5,GO,66.75,GO,86.75,GO,109.0,GO,-456.0,GO,-411.5,GO
2025-07-30 14:05:24.423,55.0,GO,83.0,GO,110.0,GO,138.0,GO,-498.75,GO,-443.75,GO
